rok,miasto,nazwa,sentence,kategorie,tag
2020,GDYNIA,Cotygodniowe zajęcia sportowe np. tai chi zdrowy kręgosłup dla dorosłych mieszkańców dzielnicy od lutego do grudnia  r. z przerwą wakacyjną,zająć sport taić zdrowy kręgosłup dorosły mieszkaniec luty grudzień przerwa wakacyjny,SPOŁECZEŃSTWO,odpoczynek
2020,GDYNIA,Manewry ratownicze dla młodzieży z symulacjami wypadków przy udziale profesjonalnych służb ratowniczych,manewry ratowniczy młodzież symulacja wypadek udział profesjonalny służba ratowniczy,SPOŁECZEŃSTWO,młodzież
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację Pustki Kijowskie  Demptowo,zabawa mapa gra orientacja,SPOŁECZEŃSTWO,zabawa
2020,GDYNIA,Chodnik łączący Wiczlino Ogród z ul. Wiczliński,chodnik łączyć,INFRASTRUKTURA,chodnik
2020,GDYNIA,Modernizacja ogólnodostępnego placu zabaw przy Przedszkolu nr  na ul. Biskupa Dominika ,modernizacja plac zabawić biskup,INFRASTRUKTURA,modernizacja
2020,GDYNIA,Kurs samoobrony dla kobiet mężczyzn i młodzieży w plenerze. Zajęcia przy ul. Racławickiej a i Strzelców siłownia i Spokojnej boisko,kurs samoobrona kobieta mężczyzna młodzież plener zająć racławicki siłownia,SPOŁECZEŃSTWO,siłownia
2020,GDYNIA,Organizacja sześciu szkoleń z pierwszej pomocy oraz pikników sportowych dla mieszkańców dzielnicy,organizacja szkolić pomoc piknik sport mieszkaniec,SPOŁECZEŃSTWO,piknik
2020,GDYNIA,Zajęcia sportowo  rekreacyjne dla seniorów,zająć sport rekreacyjny senior,SPOŁECZEŃSTWO,rekreacja
2020,GDYNIA,Plac zabaw dla dzieci przy skwerze ks. Piotra Mazura,plac zabawić dziecko skwer,SPOŁECZEŃSTWO,skatepark
2020,GDYNIA,Poprawa bezpieczeństwa poprzez stworzenie przejścia dla pieszych na trasie Płyta Redłowska  Kościół przy skrzyżowaniu ul. Radcowskiej z ul. Kopernika.,poprawa stworzyć przejść pieszy tras radcowski,INFRASTRUKTURA,chodnik
2020,GDYNIA,Cotygodniowe zajęcia ruchowe poprawiające prawidłowe funkcjonowanie kręgosłupa i innych stawów dla każdego z przerwą wakacyjną,zająć ruchowy poprawiać prawidłowy funkcjonować kręgosłup staw przerwa wakacyjny,SPOŁECZEŃSTWO,odpoczynek
2020,GDYNIA,Cotygodniowe zajęcia ruchowe poprawiające prawidłowe funkcjonowanie kręgosłupa i innych stawów dla każdego z przerwą wakacyjną,zająć ruchowy poprawiać prawidłowy funkcjonować kręgosłup staw przerwa wakacyjny,SPOŁECZEŃSTWO,odpoczynek
2020,GDYNIA,Cykl pokazów filmowych w plenerze pod gwiazdami,pokazówa filmowy plener gwiazda,SPOŁECZEŃSTWO,teatr
2020,GDYNIA,Łąki kwietne na trawnikach przy ul. Zakręt do Oksywia oraz ul. Opata Haskiego   róg z ul.Dantyszka,łąka kwietny trawnik zakręt opat,NATURA,trawnik
2020,GDYNIA,Treningi siłowe i cardio oraz zumba dla każdego mieszkańca dzielnicy,trening siłowy zumba mieszkaniec,SPOŁECZEŃSTWO,gimnastyczny
2020,GDYNIA,Cykliczne zajęcia Nordic Walking,zająć,SPOŁECZEŃSTWO,zająć
2020,GDYNIA,Cykl pokazów filmowych w plenerze,pokazówa filmowy plener,SPOŁECZEŃSTWO,film
2020,GDYNIA, ogólnodostępnych defibrylatorów ED  montaż oraz przeszkolenie  mieszkańców dzielnicy,defibrylator montaż przeszkolić mieszkaniec,INFRASTRUKTURA,montaż
2020,GDYNIA,Cykliczne zajęcia ruchowe  Samoobrona dla kobiet,zająć ruchowy kobieta,SPOŁECZEŃSTWO,kobieta
2020,GDYNIA,Boisko rolkowowrotkarskie do nauki jazdy na rolkach i wrotkach gry w hokeja na rolkach unihokeja na boisku przy Szkole Podstawowej nr ,rolkowowrotkarski nauka jazda wrotka gra hokej unihokej,SPOŁECZEŃSTWO,koszykówka
2020,GDYNIA,Cykliczne zajęcia dla dzieci i rodziców zajęcia ogólnorozwojowe dla dzieci w wieku msc oraz  warsztaty chustonoszenia,zająć dziecko rodzic zająć ogólnorozwojowy dziecko wiek warsztaty,SPOŁECZEŃSTWO,wychowywać
2020,GDYNIA,Zajęcia rekreacyjnoruchowe dla dzieci w dwóch grupach wiekowych w okresie jesiennozimowym.,zająć rekreacyjnoruchowy dziecko grupa wiekowy okres jesiennozimowy,SPOŁECZEŃSTWO,rekreacja
2020,GDYNIA,Defibrylatory ED w gdyńskiej komunikacji miejskiej,defibrylator gdyński komunikacja,INFRASTRUKTURA,komunikacja
2020,GDYNIA,Warsztaty wspomagające koncentrację pamięć i proces skutecznego uczenia się dla dzieci,warsztaty wspomagać koncentracja pamięć proces skuteczny uczyć dziecko,EDUKACJA,uczyć
2020,GDYNIA,Wyjazd integracyjny do lasu dla zabawy i nauki,wyjazd integracyjny las zabawa nauka,SPOŁECZEŃSTWO,rekreacja
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację Mały Kack,zabawa mapa gra orientacja,SPOŁECZEŃSTWO,zabawa
2020,GDYNIA,Organizacja imprezy biegowej dla dzieci i młodzieży,organizacja impreza biegowy dziecko młodzież,SPOŁECZEŃSTWO,dziecko
2020,GDYNIA,Szkolenie dla mieszkańców z zakresu dostępu do informacji publicznej i działań kontrolujących władzę na poziomie lokalnym działania typu watchdog,mieszkaniec dostęp informacja działać kontrolować władza poziom,SPOŁECZEŃSTWO,mieszkaniec
2020,GDYNIA,Montaż elementów uspokojenia ruchu samochodowego na skrzyżowaniu ul. Bojowej z ul. Słonecznikowy w celu poprawy bezpieczeństwa pieszych,montaż uspokoić ruch samochodowy bojowy słonecznikowy poprawa pieszy,INFRASTRUKTURA,montaż
2020,GDYNIA,Akcja społeczno  edukacyjna skierowana do mieszkańców Grabówka mająca na celu zachęcenie właścicieli psów do  sprzątania po swoich czworonogich,akcja edukacyjny skierować mieszkaniec maić zachęcić właściciel pies swój czworonogi,SPOŁECZEŃSTWO,ćwiczyć
2020,GDYNIA,Miasteczko ruchu drogowego przy Szkole Podstawowej nr  w Gdyni ul.Halicka ,ruch halicki,SPOŁECZEŃSTWO,ruch
2020,GDYNIA,Nowoczesne i estetyczne ławki wzdłuż ulicy Nałkowskiej,nowoczesny estetyczny ławka,SPOŁECZEŃSTWO,nowoczesny
2020,GDYNIA,Nowoczesne i estetyczne ławki dla ulicy Górniczej,nowoczesny estetyczny ławka,SPOŁECZEŃSTWO,nowoczesny
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Pogórze rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Oksywie rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Kino plenerowe na Chyloni  projekcja czterech filmów w Parku Kilońskim,projekcja film,SPOŁECZEŃSTWO,film
2020,GDYNIA,Doposażenie placu zabaw dla dzieci młodszych i starszych przy ul. Komandorskiej,doposażyć plac zabawić dziecko młodsza starszy komandorski,SPOŁECZEŃSTWO,przedszkolak
2020,GDYNIA,Gry i zabawy z mapą i kompasem   imprezy dla młodych starszych i najstarszych w dzielnicy Chwalono  Wiczlino,gra zabawa mapa kompas impreza młody starszy stary,SPOŁECZEŃSTWO,zabawa
2020,GDYNIA,Gry i zabawy z mapą i kompasem  cykliczne zajęcia dla najmłodszych na Dąbrowie,gra zabawa mapa kompas zająć młody,SPOŁECZEŃSTWO,zabawić
2020,GDYNIA,Spotkania podróżnicze spacery i spotkania dotyczące Gdyni oraz dzielnicy Wzgórze Św. Maksymiliana w Bibliotece Wiedzy,spotkać podróżniczy spacer spotkać dotyczyć,INFRASTRUKTURA,spotkać
2020,GDYNIA,Zasadzenie szpaleru drzew wzdłuż ulicy Boisko,zasadzić szpaler,NATURA,nasadzić
2020,GDYNIA,Letnie plenerowe kino w Redłowie  projekcja trzech filmów w dwóch terminach,projekcja film termin,SPOŁECZEŃSTWO,film
2020,GDYNIA,Łąki kwietne w Redłowie  estetyzacja podwórek w obrębie ulic Powstania Wielkopolskiego Powstania Śląskiego,łąka kwietny estetyzacja podwórek,NATURA,ogród
2020,GDYNIA,Sobotnie zajęcia sportowe na świeżym powietrzu,sobotni zająć sport świeży,SPOŁECZEŃSTWO,świeży
2020,GDYNIA,Plac zabaw przy szkole SP ,plac zabawić,SPOŁECZEŃSTWO,zabawić
2020,GDYNIA,Festyn dzielnicowy patrona Szkoły Podstawowej nr  wraz z paradą święta ulicy Chylońskiej,festyn dzielnicowy patron parada święta,SPOŁECZEŃSTWO,festyn
2020,GDYNIA,Park kieszonkowy  ul. Harcerska,park kieszonkowy harcerski,NATURA,parkowy
2020,GDYNIA,Ochrona powietrza  pakiet działań na rzecz poprawy jakości życia w Gdyni m.in. wymiana pieców samochodowy analizator spalin,ochrona pakiet działać poprawa jakość wymiana piec samochodowy analizator spaliny,SPOŁECZEŃSTWO,jakość
2020,GDYNIA,Montaż automatycznego zewnętrznego defibrylatora ED oraz szkolenia z zakresu resuscytacji krążeniowooddechowej z wykorzystaniem ED dla  mieszkańców dzielnicy,montaż automatyczny defibrylator szkolić resuscytacja krążeniowooddechowy wykorzystać mieszkaniec,INFRASTRUKTURA,instalacja
2020,GDYNIA,Kino plenerowe w Małym Karku  projekcja  filmów na świeżym powietrzu,projekcja film świeży,SPOŁECZEŃSTWO,świeży
2020,GDYNIA,Rodzinne warsztaty budowy domków dla małych zwierząt,rodzinny warsztaty budowa zwierzę,NATURA,zwierzę
2020,GDYNIA, imprezy na orientację dla mieszkańców dzielnicy Leszczynki,impreza orientacja mieszkaniec,SPOŁECZEŃSTWO,impreza
2020,GDYNIA,Śladami obiektów historyczno  militarnych i walorów przyrodniczych Radiowa. Spotkania panele dyskusyjne konkursy pokazy oraz wycieczka szlakiem historycznoturystycznym.,ślad militarny walor przyrodniczy spotkać panel dyskusyjny konkurs pokaz wycieczka szlak historycznoturystyczny,SPOŁECZEŃSTWO,historyczny
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację ChwarznoWiczlino,zabawa mapa gra orientacja,SPOŁECZEŃSTWO,zabawa
2020,GDYNIA,Strzelców luminarium trampoliny i plac zabaw oraz montaż radarowych wyświetlaczy prędkości znaków ławek koszy i dystrybutorów woreczków dla psów,strzelec trampolina plac zabawić montaż radarowy wyświetlacz prędkość znak ławka kosz dystrybutor woreczek pies,INFRASTRUKTURA,plac
2020,GDYNIA,"Budowa siłowni zewnętrznej przy ul. mjr. H. Sucharskiego 
Teren Szkoły Podstawowej nr ",budowa siłownia mjr,SPOŁECZEŃSTWO,siłownia
2020,GDYNIA,Cykl spotkań dla dzieci dorosłych i seniorów w Bibliotece Wzgórze.,spotkać dziecko dorosły senior,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Śródmieście rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Zajęcia artystycznomuzyczne edukacyjne i rekreacyjne w bibliotece Pogórze,zająć artystycznomuzyczny edukacyjny rekreacyjny biblioteka,EDUKACJA,edukacyjny
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Dąbrowa rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Montaż lustra drogowego przy Swarzewskiej   wyjazd z parkingu  strefa  kmh,montaż wyjazd parking,INFRASTRUKTURA,parking
2020,GDYNIA,Ławki w różnych punktach dzielnicy Pustki CisowskieDemptowo,ławka różny,INFRASTRUKTURA,ławka
2020,GDYNIA,Zaaranżowanie zieleni wzdłuż ul. Morskiej na odcinku od ul. Mireckiego do ul. Grabowo,zaaranżować zielony morski mirecki,NATURA,zielony
2020,GDYNIA,Ułożenie chodnika na odcinku drogi pomiędzy ul. S. Wyspiańskiego i B. Prusa,ułożyć chodnik drogi sekunda,INFRASTRUKTURA,chodnik
2020,GDYNIA,Modernizacja sceny w Parku Kilońskim,modernizacja scena,INFRASTRUKTURA,modernizacja
2020,GDYNIA,Zajęcia z samoobrony dla Pań w każdym wieku.,zająć samoobrona wiek,SPOŁECZEŃSTWO,wiek
2020,GDYNIA,Fontanna na stawie przy Skwerze Księdza Piotra Mazura,fontanna staw,INFRASTRUKTURA,fontanna
2020,GDYNIA,Renowacja zabytkowego okopu PS na Kolibkach,renowacja zabytkowy okop,INFRASTRUKTURA,renowacja
2020,GDYNIA,Usprawnienie i rozbudowa systemu monitoringu w dzielnicach Gdyni,rozbudowa system monitoring,INFRASTRUKTURA,monitoring
2020,GDYNIA,Bezpłatne lekcje tańca towarzyskiego,bezpłatny lekcja taniec towarzyski,SPOŁECZEŃSTWO,ćwiczyć
2020,GDYNIA,Koncert z okazji Międzynarodowego Dnia Seniora,koncert okazja,SPOŁECZEŃSTWO,koncert
2020,GDYNIA,Cykliczne spacery i pikniki na łonie natury oraz warsztaty edukacyjne dla rodziców z dziećmi,spacer piknik natura warsztaty edukacyjny rodzic dziecko,SPOŁECZEŃSTWO,piknik
2020,GDYNIA,Warsztaty dotyczące przeciwdziałaniu agresji rówieśniczej dla dzieci młodzieży oraz rodziców z dzielnicy,warsztaty dotyczyć agresja rówieśniczy dziecko młodzież rodzic,EDUKACJA,uczyć
2020,GDYNIA,Zajęcia rozwijające kreatywność   rysunek i malarstwo z natury i z wyobraźni  dla starszych dzieci i młodzieży,zająć rozwijać kreatywność rysunek natura wyobraźnia starszy dziecko młodzież,SPOŁECZEŃSTWO,kreatywny
2020,GDYNIA,Remont schodów łączących ul. Wiosny Ludów z ul. Powstań Chłopskich,remont schody łączyć wiosna powstać,INFRASTRUKTURA,remont
2020,GDYNIA,Rodzinny piknik w idei zero waste niemarnowaniabez śmieci animacje warsztaty zabawy dla dzieci i dorosłych,rodzinny piknik idea animacja warsztaty zabawa dziecko dorosły,SPOŁECZEŃSTWO,piknik
2020,GDYNIA,Ławka z zadaszeniem do karmienia i przewijania dzieci w pobliżu placu zabaw w Parku Centralnym,ławka zadaszyć karmić przewijać dziecko plac zabawić,INFRASTRUKTURA,ławeczka
2020,GDYNIA,Cotygodniowe zajęcia ruchowe poprawiające prawidłowe funkcjonowanie kręgosłupa i innych stawów dla każdego z przerwą wakacyjną,zająć ruchowy poprawiać prawidłowy funkcjonować kręgosłup staw przerwa wakacyjny,SPOŁECZEŃSTWO,odpoczynek
2020,GDYNIA,Uporządkowanie i poprawa estetyki placu na końcu ul. Orłowskiej,uporządkować poprawa estetyk plac orłowski,INFRASTRUKTURA,uporządkować
2020,GDYNIA,Cykl zajęć gimnastycznych dla seniorów,zająć gimnastyczny senior,SPOŁECZEŃSTWO,gimnastyczny
2020,GDYNIA,Stworzenie przestrzeni rekreacyjnej dla mieszkańców dzielnicy na terenie Leśnej Polany w okolicy ulicy Szafranowej,stworzyć rekreacyjny mieszkaniec,SPOŁECZEŃSTWO,rekreacyjny
2020,GDYNIA,Kino letnie na Dąbrowie  projekcja czterech filmów w plenerze,projekcja film plener,SPOŁECZEŃSTWO,film
2020,GDYNIA,Ograniczamy ilość odpadów plastikowych w Gdyni poprzez edukację rozdawanie mieszkańcom worków kompostowalnych oraz szycie i dystrybucję wielorazowych woreczków i siatek na zakupy,ograniczać ilość odpad plastikowy edukacja rozdawać mieszkaniec worek szyć dystrybucja wielorazowy woreczek siatka zakupy,EDUKACJA,edukacja
2020,GDYNIA,Przeprowadzenie warsztatów szkoleniowych na terenie dzielnicy Chyloni z zakresu udzielania pierwszej pomocy przedmedycznej,przeprowadzić warsztat szkoleniowy udzielać pomoc przedmedyczny,SPOŁECZEŃSTWO,warsztat
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację Leszczynki,zabawa mapa gra orientacja,SPOŁECZEŃSTWO,zabawa
2020,GDYNIA,Renowacja placu poległych żołnierzy I Brygady  nowe nasadzenia oraz elementy małej architektury,renowacja plac poległy żołnierz nasadzić elementy architektura,INFRASTRUKTURA,przebudowa
2020,GDYNIA,Warsztaty szachowe dla dzieci młodzieży i dorosłych,warsztaty szachowy dziecko młodzież dorosły,SPOŁECZEŃSTWO,młodzież
2020,GDYNIA,Zajęcia samoobrony dla kobiet  mieszkanek Śródmieścia  prowadzone w systemie walki Krav Maga,zająć samoobrona kobieta mieszkanka prowadzony system walka,SPOŁECZEŃSTWO,kobieta
2020,GDYNIA,Zimowe kino w Chwalenie Wiczlino  projekcja pięciu filmów,zimowy projekcja film,SPOŁECZEŃSTWO,film
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Grabówek rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja,SPOŁECZEŃSTWO,dorosły
2020,GDYNIA,Park kieszonkowy w okolicy przystanku Dąbrowa Centrum,park kieszonkowy przystanek,INFRASTRUKTURA,parkingowy
2020,GDYNIA,Zajęcia z języka włoskiego i hiszpańskiego na Dąbrowie,zająć język włoski hiszpański,EDUKACJA,angielski
2020,GDYNIA,Projekt stworzenia identyfikacji wizualnej  dzielnic w Gdyni Orłowo Wielki Kack Wzgórze św. Maksymiliana Grabówek ChwarznoWiczlino Cisowa Obłuże Pogórze,identyfikacja wizualny,SPOŁECZEŃSTWO,fizyczny
2020,GDYNIA,Organizacja biegowej imprezy w dzielnicy Mały Kack dla dzieci i młodzieży,organizacja biegowy impreza dziecko młodzież,SPOŁECZEŃSTWO,dziecko
2020,GDYNIA,Organizacja imprezy biegowej dla dzieci i młodzieży,organizacja impreza biegowy dziecko młodzież,SPOŁECZEŃSTWO,dziecko
2020,GDYNIA,Warsztaty robotyki z klockami Lego eksperymenty rytmika spotkania autorskie teatralne podróżnicze oraz z dietetyczka w Bibliotece Chylonia,warsztaty robotyk klocki eksperyment rytmika spotkać autorski teatralny podróżniczy dietetyczka,SPOŁECZEŃSTWO,warsztat
2020,GDYNIA,Budowa pochylni zewnętrznej oraz platformy schodowej ułatwiających dostęp do SP nr  dla osób z niepełnosprawnością oraz wózków dziecięcych,budowa pochylnia platforma schodowy ułatwiać dostęp osoba niepełnosprawność wózek dziecięcy,INFRASTRUKTURA,wózek
2020,GDYNIA,Cykl pokazów filmowych w plenerze,pokazówa filmowy plener,SPOŁECZEŃSTWO,film
2020,GDYNIA,Teatr letni na Dąbrowie  dwa spektakle pod gołym niebem dla dzieci i dla dorosłych,teatr spektakl goły dziecko dorosły,SPOŁECZEŃSTWO,teatr
2020,GDYNIA,Pasy ruchu dla rowerów na ul. Radcowskiej od al. Zwycięstwa do ul. Nocznickiego,pasy ruch rower radcowski,INFRASTRUKTURA,rowerowy
2020,GDYNIA,Sterylizacja i kastracja zwierząt właścicielskich psów i kotów,sterylizacja kastracja zwierzę właścicielski pies kot,NATURA,zwierzę
2020,GDYNIA,Cykl zajęć gimnastyki ogólnorozwojowe z elementami pilates stretching i zdrowego kręgosłupa dla mieszkańców w każdym wieku,zająć gimnastyka ogólnorozwojowy stretching zdrowy kręgosłup mieszkaniec wiek,SPOŁECZEŃSTWO,gimnastyczny
2020,GDYNIA,Dozownik ziarna dla kaczek przy stawie na skwerze ks. Piotra Mazura,dozownik kaczka staw skwer,NATURA,ptak
2020,GDYNIA,Teren po basenach na Polance Radcowskiej  uprzątnięcie i udostępnienie mieszkańcom,basen uprzątnąć udostępnić mieszkaniec,INFRASTRUKTURA,szatnia
2020,GDYNIA,Remont schodów przy ulicy Tarczycowej w Gdyni,remont schody,INFRASTRUKTURA,schody
2020,GDYNIA,Osiem respiratorów dla szpitali na terenie Gdyni i trzy tężnie solankowe Chylonia Oksywie Wzgórze Św. Maksymiliana,respirator szpital tężnia solankowy,INFRASTRUKTURA,tężnia
2020,GDYNIA,Zajęcia taneczne dla wszystkich mieszkańców niezależnie od wieku i poziomu zaawansowania,zająć taneczny mieszkaniec niezależnie wiek poziom,SPOŁECZEŃSTWO,mieszkaniec
2020,GDYNIA,Stworzenie bezpiecznego zakątka dla kaczek poprzez zakup drewnianej platformy oraz wykonanie nasadzeń na brzegu stawu przy skwerze ks. Piotra Mazura,stworzyć bezpieczny zakątek kaczka zakup drewniany platforma nasadzić brzeg staw skwer,INFRASTRUKTURA,bezpiecznie
2020,GDYNIA,Budowa ogólnodostępnego kortu tenisowego na terenie szkoły podstawowej nr  ul. Cylkowskiego ,budowa kort tenisowy,SPOŁECZEŃSTWO,tenis
2020,GDYNIA,Zakup pojazdu transportowego dla Poszukiwawczego Ochotniczego Pogotowia Ratunkowego w Gdyni,zakup pojazd sport,INFRASTRUKTURA,samochód
2020,GDYNIA,Stworzenie przestrzeni angażującej seniorów młodzież dzieci i rodziców na skwerze przy ul. Cylkowskiego,stworzyć angażować senior młodzież dziecko rodzic skwer,INFRASTRUKTURA,stworzyć
2020,GDYNIA,Domkihotele dla owadów w trzech lokalizacjach SP nr  Leśna Polana Park Kieszonkowy przy ul. Piętowej,owad lokalizacja piętowy,NATURA,ptak
2020,GDYNIA,Festyn integracyjny wspólne sadzenie kwiatów oraz wyprzedaż garażowa,festyn integracyjny wspólny sadzić kwiat wyprzedaż garażowy,NATURA,ogród
2020,GDYNIA,Zwiedzanie Gdańska z przewodnikiem przez uczniów szkół podstawowych na Dąbrowie,zwiedzać przewodnik uczeń,SPOŁECZEŃSTWO,uczeń
2020,GDYNIA,Działania na rzecz zachowania zieleni wysokiej w mieście  wymiana nawierzchni wokół drzew na przepuszczalną w różnych lokalizacjach,zachować zielony wysoki wymiana nawierzchnia przepuszczalny różny lokalizacja,NATURA,zieleń
2020,GDYNIA,Instalacja elementów gwarantujących pozostawienie szerokich chodników dla pieszych na terenie dzielnic,instalacja gwarantować pozostawić szeroki chodnik pieszy,INFRASTRUKTURA,chodnik
